Comunidades Autonomas;Naturaleza de la finca;Número e importe;Periodo;Total
06 Cantabria;Viviendas;Importe de hipotecas;2003M04;95.374
06 Cantabria;Viviendas;Importe de hipotecas;2003M03;77.437
06 Cantabria;Viviendas;Importe de hipotecas;2003M02;100.538
06 Cantabria;Viviendas;Importe de hipotecas;2003M01;100.138
06 Cantabria;Solares;Número de hipotecas;2023M12;2
06 Cantabria;Solares;Número de hipotecas;2023M11;11
06 Cantabria;Solares;Número de hipotecas;2023M10;3
06 Cantabria;Solares;Número de hipotecas;2023M09;2
06 Cantabria;Solares;Número de hipotecas;2023M08;3
06 Cantabria;Solares;Número de hipotecas;2023M07;3
06 Cantabria;Solares;Número de hipotecas;2023M06;7
06 Cantabria;Solares;Número de hipotecas;2023M05;5
06 Cantabria;Solares;Número de hipotecas;2023M04;4
06 Cantabria;Solares;Número de hipotecas;2023M03;3
06 Cantabria;Solares;Número de hipotecas;2023M02;2
06 Cantabria;Solares;Número de hipotecas;2023M01;2
06 Cantabria;Solares;Número de hipotecas;2022M12;4
06 Cantabria;Solares;Número de hipotecas;2022M11;5
06 Cantabria;Solares;Número de hipotecas;2022M10;5
06 Cantabria;Solares;Número de hipotecas;2022M09;1
06 Cantabria;Solares;Número de hipotecas;2022M08;4
06 Cantabria;Solares;Número de hipotecas;2022M07;4
06 Cantabria;Solares;Número de hipotecas;2022M06;6
06 Cantabria;Solares;Número de hipotecas;2022M05;5
06 Cantabria;Solares;Número de hipotecas;2022M04;4
06 Cantabria;Solares;Número de hipotecas;2022M03;11
06 Cantabria;Solares;Número de hipotecas;2022M02;3
06 Cantabria;Solares;Número de hipotecas;2022M01;7
06 Cantabria;Solares;Número de hipotecas;2021M12;2
06 Cantabria;Solares;Número de hipotecas;2021M11;3
06 Cantabria;Solares;Número de hipotecas;2021M10;2
06 Cantabria;Solares;Número de hipotecas;2021M09;3
06 Cantabria;Solares;Número de hipotecas;2021M08;2
06 Cantabria;Solares;Número de hipotecas;2021M07;1
06 Cantabria;Solares;Número de hipotecas;2021M06;8
06 Cantabria;Solares;Número de hipotecas;2021M05;3
06 Cantabria;Solares;Número de hipotecas;2021M04;7
06 Cantabria;Solares;Número de hipotecas;2021M03;7
06 Cantabria;Solares;Número de hipotecas;2021M02;14
06 Cantabria;Solares;Número de hipotecas;2021M01;4
06 Cantabria;Solares;Número de hipotecas;2020M12;4
06 Cantabria;Solares;Número de hipotecas;2020M11;3
06 Cantabria;Solares;Número de hipotecas;2020M10;5
06 Cantabria;Solares;Número de hipotecas;2020M09;7
06 Cantabria;Solares;Número de hipotecas;2020M08;3
06 Cantabria;Solares;Número de hipotecas;2020M07;5
06 Cantabria;Solares;Número de hipotecas;2020M06;4
06 Cantabria;Solares;Número de hipotecas;2020M05;2
06 Cantabria;Solares;Número de hipotecas;2020M04;1
06 Cantabria;Solares;Número de hipotecas;2020M03;5
06 Cantabria;Solares;Número de hipotecas;2020M02;8
06 Cantabria;Solares;Número de hipotecas;2020M01;6
06 Cantabria;Solares;Número de hipotecas;2019M12;2
06 Cantabria;Solares;Número de hipotecas;2019M11;3
06 Cantabria;Solares;Número de hipotecas;2019M10;4
06 Cantabria;Solares;Número de hipotecas;2019M09;2
06 Cantabria;Solares;Número de hipotecas;2019M08;3
06 Cantabria;Solares;Número de hipotecas;2019M07;4
06 Cantabria;Solares;Número de hipotecas;2019M06;9
06 Cantabria;Solares;Número de hipotecas;2019M05;3
06 Cantabria;Solares;Número de hipotecas;2019M04;3
06 Cantabria;Solares;Número de hipotecas;2019M03;7
06 Cantabria;Solares;Número de hipotecas;2019M02;9
06 Cantabria;Solares;Número de hipotecas;2019M01;3
06 Cantabria;Solares;Número de hipotecas;2018M12;7
06 Cantabria;Solares;Número de hipotecas;2018M11;2
06 Cantabria;Solares;Número de hipotecas;2018M10;1
06 Cantabria;Solares;Número de hipotecas;2018M09;2
06 Cantabria;Solares;Número de hipotecas;2018M08;1
06 Cantabria;Solares;Número de hipotecas;2018M07;3
06 Cantabria;Solares;Número de hipotecas;2018M06;5
06 Cantabria;Solares;Número de hipotecas;2018M05;5
06 Cantabria;Solares;Número de hipotecas;2018M04;1
06 Cantabria;Solares;Número de hipotecas;2018M03;8
06 Cantabria;Solares;Número de hipotecas;2018M02;15
06 Cantabria;Solares;Número de hipotecas;2018M01;8
06 Cantabria;Solares;Número de hipotecas;2017M12;0
06 Cantabria;Solares;Número de hipotecas;2017M11;4
06 Cantabria;Solares;Número de hipotecas;2017M10;1
06 Cantabria;Solares;Número de hipotecas;2017M09;4
06 Cantabria;Solares;Número de hipotecas;2017M08;3
06 Cantabria;Solares;Número de hipotecas;2017M07;3
06 Cantabria;Solares;Número de hipotecas;2017M06;2
06 Cantabria;Solares;Número de hipotecas;2017M05;5
06 Cantabria;Solares;Número de hipotecas;2017M04;2
06 Cantabria;Solares;Número de hipotecas;2017M03;6
06 Cantabria;Solares;Número de hipotecas;2017M02;4
06 Cantabria;Solares;Número de hipotecas;2017M01;5
06 Cantabria;Solares;Número de hipotecas;2016M12;8
06 Cantabria;Solares;Número de hipotecas;2016M11;3
06 Cantabria;Solares;Número de hipotecas;2016M10;2
06 Cantabria;Solares;Número de hipotecas;2016M09;2
06 Cantabria;Solares;Número de hipotecas;2016M08;4
06 Cantabria;Solares;Número de hipotecas;2016M07;1
06 Cantabria;Solares;Número de hipotecas;2016M06;4
06 Cantabria;Solares;Número de hipotecas;2016M05;9
06 Cantabria;Solares;Número de hipotecas;2016M04;4
06 Cantabria;Solares;Número de hipotecas;2016M03;5
06 Cantabria;Solares;Número de hipotecas;2016M02;3
06 Cantabria;Solares;Número de hipotecas;2016M01;1
06 Cantabria;Solares;Número de hipotecas;2015M12;1
06 Cantabria;Solares;Número de hipotecas;2015M11;2
06 Cantabria;Solares;Número de hipotecas;2015M10;0
06 Cantabria;Solares;Número de hipotecas;2015M09;3
06 Cantabria;Solares;Número de hipotecas;2015M08;2
06 Cantabria;Solares;Número de hipotecas;2015M07;1
06 Cantabria;Solares;Número de hipotecas;2015M06;4
06 Cantabria;Solares;Número de hipotecas;2015M05;1
06 Cantabria;Solares;Número de hipotecas;2015M04;4
06 Cantabria;Solares;Número de hipotecas;2015M03;7
06 Cantabria;Solares;Número de hipotecas;2015M02;1
06 Cantabria;Solares;Número de hipotecas;2015M01;5
06 Cantabria;Solares;Número de hipotecas;2014M12;4
06 Cantabria;Solares;Número de hipotecas;2014M11;10
06 Cantabria;Solares;Número de hipotecas;2014M10;8
06 Cantabria;Solares;Número de hipotecas;2014M09;3
06 Cantabria;Solares;Número de hipotecas;2014M08;11
06 Cantabria;Solares;Número de hipotecas;2014M07;5
06 Cantabria;Solares;Número de hipotecas;2014M06;4
06 Cantabria;Solares;Número de hipotecas;2014M05;4
06 Cantabria;Solares;Número de hipotecas;2014M04;5
06 Cantabria;Solares;Número de hipotecas;2014M03;1
06 Cantabria;Solares;Número de hipotecas;2014M02;3
06 Cantabria;Solares;Número de hipotecas;2014M01;9
06 Cantabria;Solares;Número de hipotecas;2013M12;4
06 Cantabria;Solares;Número de hipotecas;2013M11;14
06 Cantabria;Solares;Número de hipotecas;2013M10;4
06 Cantabria;Solares;Número de hipotecas;2013M09;3
06 Cantabria;Solares;Número de hipotecas;2013M08;3
06 Cantabria;Solares;Número de hipotecas;2013M07;11
06 Cantabria;Solares;Número de hipotecas;2013M06;4
06 Cantabria;Solares;Número de hipotecas;2013M05;3
06 Cantabria;Solares;Número de hipotecas;2013M04;7
06 Cantabria;Solares;Número de hipotecas;2013M03;3
06 Cantabria;Solares;Número de hipotecas;2013M02;9
06 Cantabria;Solares;Número de hipotecas;2013M01;12
06 Cantabria;Solares;Número de hipotecas;2012M12;5
06 Cantabria;Solares;Número de hipotecas;2012M11;3
06 Cantabria;Solares;Número de hipotecas;2012M10;9
06 Cantabria;Solares;Número de hipotecas;2012M09;3
06 Cantabria;Solares;Número de hipotecas;2012M08;10
06 Cantabria;Solares;Número de hipotecas;2012M07;6
06 Cantabria;Solares;Número de hipotecas;2012M06;9
06 Cantabria;Solares;Número de hipotecas;2012M05;15
06 Cantabria;Solares;Número de hipotecas;2012M04;14
06 Cantabria;Solares;Número de hipotecas;2012M03;14
06 Cantabria;Solares;Número de hipotecas;2012M02;19
06 Cantabria;Solares;Número de hipotecas;2012M01;14
06 Cantabria;Solares;Número de hipotecas;2011M12;6
06 Cantabria;Solares;Número de hipotecas;2011M11;24
06 Cantabria;Solares;Número de hipotecas;2011M10;5
06 Cantabria;Solares;Número de hipotecas;2011M09;45
06 Cantabria;Solares;Número de hipotecas;2011M08;12
06 Cantabria;Solares;Número de hipotecas;2011M07;22
06 Cantabria;Solares;Número de hipotecas;2011M06;11
06 Cantabria;Solares;Número de hipotecas;2011M05;34
06 Cantabria;Solares;Número de hipotecas;2011M04;26
06 Cantabria;Solares;Número de hipotecas;2011M03;22
06 Cantabria;Solares;Número de hipotecas;2011M02;18
06 Cantabria;Solares;Número de hipotecas;2011M01;17
06 Cantabria;Solares;Número de hipotecas;2010M12;16
06 Cantabria;Solares;Número de hipotecas;2010M11;52
06 Cantabria;Solares;Número de hipotecas;2010M10;41
06 Cantabria;Solares;Número de hipotecas;2010M09;64
06 Cantabria;Solares;Número de hipotecas;2010M08;24
06 Cantabria;Solares;Número de hipotecas;2010M07;15
06 Cantabria;Solares;Número de hipotecas;2010M06;13
06 Cantabria;Solares;Número de hipotecas;2010M05;24
06 Cantabria;Solares;Número de hipotecas;2010M04;27
06 Cantabria;Solares;Número de hipotecas;2010M03;51
06 Cantabria;Solares;Número de hipotecas;2010M02;68
06 Cantabria;Solares;Número de hipotecas;2010M01;36
06 Cantabria;Solares;Número de hipotecas;2009M12;27
06 Cantabria;Solares;Número de hipotecas;2009M11;16
06 Cantabria;Solares;Número de hipotecas;2009M10;23
06 Cantabria;Solares;Número de hipotecas;2009M09;58
06 Cantabria;Solares;Número de hipotecas;2009M08;37
06 Cantabria;Solares;Número de hipotecas;2009M07;26
06 Cantabria;Solares;Número de hipotecas;2009M06;38
06 Cantabria;Solares;Número de hipotecas;2009M05;45
06 Cantabria;Solares;Número de hipotecas;2009M04;47
06 Cantabria;Solares;Número de hipotecas;2009M03;28
06 Cantabria;Solares;Número de hipotecas;2009M02;42
06 Cantabria;Solares;Número de hipotecas;2009M01;31
06 Cantabria;Solares;Número de hipotecas;2008M12;38
06 Cantabria;Solares;Número de hipotecas;2008M11;86
06 Cantabria;Solares;Número de hipotecas;2008M10;41
06 Cantabria;Solares;Número de hipotecas;2008M09;52
06 Cantabria;Solares;Número de hipotecas;2008M08;41
06 Cantabria;Solares;Número de hipotecas;2008M07;40
06 Cantabria;Solares;Número de hipotecas;2008M06;34
06 Cantabria;Solares;Número de hipotecas;2008M05;35
06 Cantabria;Solares;Número de hipotecas;2008M04;42
06 Cantabria;Solares;Número de hipotecas;2008M03;73
06 Cantabria;Solares;Número de hipotecas;2008M02;43
06 Cantabria;Solares;Número de hipotecas;2008M01;39
06 Cantabria;Solares;Número de hipotecas;2007M12;61
06 Cantabria;Solares;Número de hipotecas;2007M11;63
06 Cantabria;Solares;Número de hipotecas;2007M10;45
06 Cantabria;Solares;Número de hipotecas;2007M09;73
06 Cantabria;Solares;Número de hipotecas;2007M08;74
06 Cantabria;Solares;Número de hipotecas;2007M07;72
06 Cantabria;Solares;Número de hipotecas;2007M06;71
06 Cantabria;Solares;Número de hipotecas;2007M05;94
06 Cantabria;Solares;Número de hipotecas;2007M04;53
06 Cantabria;Solares;Número de hipotecas;2007M03;93
06 Cantabria;Solares;Número de hipotecas;2007M02;63
06 Cantabria;Solares;Número de hipotecas;2007M01;71
06 Cantabria;Solares;Número de hipotecas;2006M12;33
06 Cantabria;Solares;Número de hipotecas;2006M11;38
06 Cantabria;Solares;Número de hipotecas;2006M10;51
06 Cantabria;Solares;Número de hipotecas;2006M09;80
06 Cantabria;Solares;Número de hipotecas;2006M08;67
06 Cantabria;Solares;Número de hipotecas;2006M07;47
06 Cantabria;Solares;Número de hipotecas;2006M06;123
06 Cantabria;Solares;Número de hipotecas;2006M05;70
06 Cantabria;Solares;Número de hipotecas;2006M04;75
06 Cantabria;Solares;Número de hipotecas;2006M03;46
06 Cantabria;Solares;Número de hipotecas;2006M02;67
06 Cantabria;Solares;Número de hipotecas;2006M01;60
06 Cantabria;Solares;Número de hipotecas;2005M12;64
06 Cantabria;Solares;Número de hipotecas;2005M11;69
06 Cantabria;Solares;Número de hipotecas;2005M10;77
06 Cantabria;Solares;Número de hipotecas;2005M09;46
06 Cantabria;Solares;Número de hipotecas;2005M08;53
06 Cantabria;Solares;Número de hipotecas;2005M07;41
06 Cantabria;Solares;Número de hipotecas;2005M06;70
06 Cantabria;Solares;Número de hipotecas;2005M05;44
06 Cantabria;Solares;Número de hipotecas;2005M04;51
06 Cantabria;Solares;Número de hipotecas;2005M03;61
06 Cantabria;Solares;Número de hipotecas;2005M02;82
06 Cantabria;Solares;Número de hipotecas;2005M01;48
06 Cantabria;Solares;Número de hipotecas;2004M12;48
06 Cantabria;Solares;Número de hipotecas;2004M11;49
06 Cantabria;Solares;Número de hipotecas;2004M10;56
06 Cantabria;Solares;Número de hipotecas;2004M09;50
06 Cantabria;Solares;Número de hipotecas;2004M08;33
06 Cantabria;Solares;Número de hipotecas;2004M07;31
06 Cantabria;Solares;Número de hipotecas;2004M06;69
06 Cantabria;Solares;Número de hipotecas;2004M05;34
06 Cantabria;Solares;Número de hipotecas;2004M04;44
06 Cantabria;Solares;Número de hipotecas;2004M03;50
06 Cantabria;Solares;Número de hipotecas;2004M02;46
06 Cantabria;Solares;Número de hipotecas;2004M01;39
06 Cantabria;Solares;Número de hipotecas;2003M12;24
06 Cantabria;Solares;Número de hipotecas;2003M11;30
06 Cantabria;Solares;Número de hipotecas;2003M10;29
06 Cantabria;Solares;Número de hipotecas;2003M09;25
06 Cantabria;Solares;Número de hipotecas;2003M08;25
06 Cantabria;Solares;Número de hipotecas;2003M07;55
06 Cantabria;Solares;Número de hipotecas;2003M06;45
06 Cantabria;Solares;Número de hipotecas;2003M05;49
06 Cantabria;Solares;Número de hipotecas;2003M04;33
06 Cantabria;Solares;Número de hipotecas;2003M03;39
06 Cantabria;Solares;Número de hipotecas;2003M02;35
06 Cantabria;Solares;Número de hipotecas;2003M01;37
06 Cantabria;Solares;Importe de hipotecas;2023M12;381
06 Cantabria;Solares;Importe de hipotecas;2023M11;3.436
06 Cantabria;Solares;Importe de hipotecas;2023M10;191
06 Cantabria;Solares;Importe de hipotecas;2023M09;664
06 Cantabria;Solares;Importe de hipotecas;2023M08;1.949
06 Cantabria;Solares;Importe de hipotecas;2023M07;2.102
06 Cantabria;Solares;Importe de hipotecas;2023M06;6.055
06 Cantabria;Solares;Importe de hipotecas;2023M05;7.613
06 Cantabria;Solares;Importe de hipotecas;2023M04;3.367
06 Cantabria;Solares;Importe de hipotecas;2023M03;1.041
06 Cantabria;Solares;Importe de hipotecas;2023M02;2.713
06 Cantabria;Solares;Importe de hipotecas;2023M01;468
06 Cantabria;Solares;Importe de hipotecas;2022M12;3.566
06 Cantabria;Solares;Importe de hipotecas;2022M11;5.795
06 Cantabria;Solares;Importe de hipotecas;2022M10;758
06 Cantabria;Solares;Importe de hipotecas;2022M09;200
06 Cantabria;Solares;Importe de hipotecas;2022M08;1.287
06 Cantabria;Solares;Importe de hipotecas;2022M07;572
06 Cantabria;Solares;Importe de hipotecas;2022M06;5.501
06 Cantabria;Solares;Importe de hipotecas;2022M05;1.539
06 Cantabria;Solares;Importe de hipotecas;2022M04;451
06 Cantabria;Solares;Importe de hipotecas;2022M03;5.312
06 Cantabria;Solares;Importe de hipotecas;2022M02;428
06 Cantabria;Solares;Importe de hipotecas;2022M01;2.481
06 Cantabria;Solares;Importe de hipotecas;2021M12;480
06 Cantabria;Solares;Importe de hipotecas;2021M11;460
06 Cantabria;Solares;Importe de hipotecas;2021M10;340
06 Cantabria;Solares;Importe de hipotecas;2021M09;858
06 Cantabria;Solares;Importe de hipotecas;2021M08;800
06 Cantabria;Solares;Importe de hipotecas;2021M07;410
06 Cantabria;Solares;Importe de hipotecas;2021M06;8.240
06 Cantabria;Solares;Importe de hipotecas;2021M05;2.241
06 Cantabria;Solares;Importe de hipotecas;2021M04;3.105
06 Cantabria;Solares;Importe de hipotecas;2021M03;2.846
06 Cantabria;Solares;Importe de hipotecas;2021M02;2.325
06 Cantabria;Solares;Importe de hipotecas;2021M01;708
06 Cantabria;Solares;Importe de hipotecas;2020M12;886
06 Cantabria;Solares;Importe de hipotecas;2020M11;869
06 Cantabria;Solares;Importe de hipotecas;2020M10;841
06 Cantabria;Solares;Importe de hipotecas;2020M09;2.232
06 Cantabria;Solares;Importe de hipotecas;2020M08;632
06 Cantabria;Solares;Importe de hipotecas;2020M07;18.731
06 Cantabria;Solares;Importe de hipotecas;2020M06;212
06 Cantabria;Solares;Importe de hipotecas;2020M05;2.940
06 Cantabria;Solares;Importe de hipotecas;2020M04;60
06 Cantabria;Solares;Importe de hipotecas;2020M03;570
06 Cantabria;Solares;Importe de hipotecas;2020M02;7.406
06 Cantabria;Solares;Importe de hipotecas;2020M01;4.439
06 Cantabria;Solares;Importe de hipotecas;2019M12;3.671
06 Cantabria;Solares;Importe de hipotecas;2019M11;350
06 Cantabria;Solares;Importe de hipotecas;2019M10;423
06 Cantabria;Solares;Importe de hipotecas;2019M09;1.187
06 Cantabria;Solares;Importe de hipotecas;2019M08;299
06 Cantabria;Solares;Importe de hipotecas;2019M07;1.539
06 Cantabria;Solares;Importe de hipotecas;2019M06;8.971
06 Cantabria;Solares;Importe de hipotecas;2019M05;1.664
06 Cantabria;Solares;Importe de hipotecas;2019M04;1.251
06 Cantabria;Solares;Importe de hipotecas;2019M03;6.808
06 Cantabria;Solares;Importe de hipotecas;2019M02;5.473
06 Cantabria;Solares;Importe de hipotecas;2019M01;1.983
06 Cantabria;Solares;Importe de hipotecas;2018M12;3.613
06 Cantabria;Solares;Importe de hipotecas;2018M11;2.710
06 Cantabria;Solares;Importe de hipotecas;2018M10;84
06 Cantabria;Solares;Importe de hipotecas;2018M09;375
06 Cantabria;Solares;Importe de hipotecas;2018M08;600
06 Cantabria;Solares;Importe de hipotecas;2018M07;779
06 Cantabria;Solares;Importe de hipotecas;2018M06;4.708
06 Cantabria;Solares;Importe de hipotecas;2018M05;3.101
06 Cantabria;Solares;Importe de hipotecas;2018M04;90
06 Cantabria;Solares;Importe de hipotecas;2018M03;7.495
06 Cantabria;Solares;Importe de hipotecas;2018M02;2.444
06 Cantabria;Solares;Importe de hipotecas;2018M01;13.536
06 Cantabria;Solares;Importe de hipotecas;2017M12;0
06 Cantabria;Solares;Importe de hipotecas;2017M11;1.461
06 Cantabria;Solares;Importe de hipotecas;2017M10;214
06 Cantabria;Solares;Importe de hipotecas;2017M09;650
06 Cantabria;Solares;Importe de hipotecas;2017M08;1.201
06 Cantabria;Solares;Importe de hipotecas;2017M07;3.627
06 Cantabria;Solares;Importe de hipotecas;2017M06;1.570
06 Cantabria;Solares;Importe de hipotecas;2017M05;991
06 Cantabria;Solares;Importe de hipotecas;2017M04;186
06 Cantabria;Solares;Importe de hipotecas;2017M03;1.365
06 Cantabria;Solares;Importe de hipotecas;2017M02;1.015
06 Cantabria;Solares;Importe de hipotecas;2017M01;2.899
06 Cantabria;Solares;Importe de hipotecas;2016M12;5.257
06 Cantabria;Solares;Importe de hipotecas;2016M11;265
06 Cantabria;Solares;Importe de hipotecas;2016M10;332
06 Cantabria;Solares;Importe de hipotecas;2016M09;339
06 Cantabria;Solares;Importe de hipotecas;2016M08;1.357
06 Cantabria;Solares;Importe de hipotecas;2016M07;1.499
06 Cantabria;Solares;Importe de hipotecas;2016M06;204
06 Cantabria;Solares;Importe de hipotecas;2016M05;6.910
06 Cantabria;Solares;Importe de hipotecas;2016M04;299
06 Cantabria;Solares;Importe de hipotecas;2016M03;6.058
06 Cantabria;Solares;Importe de hipotecas;2016M02;198
06 Cantabria;Solares;Importe de hipotecas;2016M01;425
06 Cantabria;Solares;Importe de hipotecas;2015M12;130
06 Cantabria;Solares;Importe de hipotecas;2015M11;55
06 Cantabria;Solares;Importe de hipotecas;2015M10;0
